time,wind_speed,wind_direction,temperature,humidity,pressure,active_power
2024-01-01 00:00:00,9.52147313342032,182.27436152327442,16.445054854455062,50.98646003977502,1011.8082887324113,764.7124223019935
2024-01-01 00:15:00,7.631259391091134,216.78577311268495,15.468996866565337,64.29846678295348,1011.8845310275717,510.6771407615528
2024-01-01 00:30:00,8.1306750794783,167.19519739824779,16.804310834086316,52.36276290244346,1012.1391511631429,339.59703727965996
2024-01-01 00:45:00,8.518297387383779,142.9367315122468,15.564543796385895,57.032892241627486,1012.4716905462477,458.4709445375738
2024-01-01 01:00:00,7.491690963861911,171.4503303591164,14.625320006308163,56.869336169684885,1011.2962382615809,328.7530953684978
2024-01-01 01:15:00,8.253494461842006,248.39361451988282,15.740146723350191,54.02215180783535,1012.3374165894302,299.23302739399867
2024-01-01 01:30:00,8.300404803683291,186.8911678778562,14.731396507040438,49.312374525648806,1011.4458574212448,394.5012081072578
2024-01-01 01:45:00,6.771114706288621,190.49646035057017,14.836607844543435,55.66330139252756,1011.7714598814721,209.6334245182082
2024-01-01 02:00:00,9.314942475678864,198.81595097073912,14.040967271421797,52.80518321943592,1013.5638736041175,402.4646093195424
2024-01-01 02:15:00,8.987640287169071,185.53026206005956,13.139850337318649,52.708993649591754,1012.6784884700777,658.0367756390591
2024-01-01 02:30:00,7.931839963486538,200.0168374118927,12.22490095107621,52.25138855817887,1012.1704282802046,454.1250918669509
2024-01-01 02:45:00,8.387196601901294,197.84604238830872,13.351923118141581,57.79373297795654,1013.258831781055,390.1890237301287
2024-01-01 03:00:00,9.042490794825355,237.42974525359125,11.605034211865851,55.921639704417885,1012.9824040004881,499.3825635439582
2024-01-01 03:15:00,8.397838317623807,220.7921947959114,13.169671440594328,57.02547229137394,1013.672031957582,533.5898353915602
2024-01-01 03:30:00,8.459069608866121,202.8819255344139,12.042457269647933,54.77774459063705,1013.2620446221343,458.11897462352744
2024-01-01 03:45:00,7.413200258384618,212.09139200001547,11.406274308881677,51.79699626844805,1011.3425294938052,374.6312769008966
2024-01-01 04:00:00,9.262846397433242,210.90284668278682,10.2990314569123,54.15932989250386,1012.6055023175446,521.4770158166202
2024-01-01 04:15:00,8.916801902876662,177.78295007207691,12.401650606580137,63.68696482959297,1010.9845732315309,640.8069361357745
2024-01-01 04:30:00,9.092833792960294,222.49844003473717,10.201945142771192,62.59657177276806,1013.9434037891025,604.4884344691716
2024-01-01 04:45:00,7.511333742400035,188.05203773121795,10.707124753258173,60.60147308359555,1012.6327362626719,432.79849955512964
2024-01-01 05:00:00,10.409048130686035,217.23301381297733,9.251240196125343,63.60946099179387,1012.095856959147,658.5140353610634
2024-01-01 05:15:00,9.099313193981798,204.85163229776325,10.775141882365139,53.16097829579327,1012.5839903375461,841.7898355889222
2024-01-01 05:30:00,8.64771410011815,220.82888965238925,9.809894811559364,64.29588076645551,1011.535658041387,538.2413590026558
2024-01-01 05:45:00,10.856728045305994,231.7883518421202,10.191654488058546,51.537875251421056,1012.7371682607534,904.5123403329002
2024-01-01 06:00:00,9.022793289402907,215.68232468036163,9.786302057017362,56.99298844198525,1014.1466122281893,950.7985541990905
2024-01-01 06:15:00,7.789725195674454,194.8754355888464,8.666032984092508,57.83372266055214,1012.1774466127175,443.87697802957695
2024-01-01 06:30:00,8.760909390824928,198.84258895625408,7.771097949525655,59.20495485424148,1012.8694538146638,407.7741218723762
2024-01-01 06:45:00,7.094960502727472,217.08068968166285,8.570303584953189,52.09804111352237,1012.558504446759,326.4688614175925
2024-01-01 07:00:00,10.126252530492016,197.99456539160417,7.767955179222822,67.12359896562722,1013.3752932837198,602.090842909547
